ICAO аэродром вылета,ICAO аэродром прибытия,Аэропорт вылета,Аэропорт прибытия,"Дистанция, км"
UUYY,USSS,UUYY | SCW | Сыктывкар,USSS | SVX | Екатеринбург | Кольцово,787
UUYY,UUBW,UUYY | SCW | Сыктывкар,UUBW | ZIA | Раменское | Жуковский,999
UUYY,UUBI,UUYY | SCW | Сыктывкар,UUBI | IWA | Иваново | Южный,769
UUYY,USII,UUYY | SCW | Сыктывкар,USII | IJK | Ижевск,556
UUYY,UWKJ,UUYY | SCW | Сыктывкар,UWKJ | JOK | Йошкар-Ола,575
UUYY,UWKD,UUYY | SCW | Сыктывкар,UWKD | KZN | Казань,678
UUYY,USKK,UUYY | SCW | Сыктывкар,USKK | KVX | Киров | Победилово,360
UUYY,UUBA,UUYY | SCW | Сыктывкар,UUBA | KMW | Кострома | Сокеркино,698
UUYY,UUEE,UUYY | SCW | Сыктывкар,UUEE | SVO | Москва | Шереметьево,997
UUYY,ULAM,UUYY | SCW | Сыктывкар,ULAM | NNM | Нарьян-Мар,676
UUYY,UWKE,UUYY | SCW | Сыктывкар,UWKE | NBC | Нижнекамск | Бегишево,681
UUYY,UWGG,UUYY | SCW | Сыктывкар,UWGG | GOJ | Нижний Новгород | Стригино,726
UUYY,USPP,UUYY | SCW | Сыктывкар,USPP | PEE | Пермь | Большое Савино,507
UUYY,ULPB,UUYY | SCW | Сыктывкар,ULPB | PES | Петрозаводск | Бесовец,879
UUYY,USDD,UUYY | SCW | Сыктывкар,USDD | SLY | Салехард,941
UUYY,UWWW,UUYY | SCW | Сыктывкар,UWWW | KUF | Самара | Курумоч,908
UUYY,UWPS,UUYY | SCW | Сыктывкар,UWPS | SKX | Саранск,901
UUYY,ULAS,UUYY | SCW | Сыктывкар,ULAS | CSH | Соловки,842
UUYY,USTR,UUYY | SCW | Сыктывкар,USTR | TJM | Тюмень | Рощино,958
UUYY,UWLL,UUYY | SCW | Сыктывкар,UWLL | ULV | Ульяновск | Баратаевка,836
UUYY,UUYS,UUYY | SCW | Сыктывкар,UUYS | USK | Усинск,581
UUYY,UWUU,UUYY | SCW | Сыктывкар,UWUU | UFA | Уфа,842
UUYY,USHH,UUYY | SCW | Сыктывкар,USHH | HMA | Ханты-Мансийск,975
UUYY,UWKS,UUYY | SCW | Сыктывкар,UWKS | CSY | Чебоксары,650
UUYY,USCC,UUYY | SCW | Сыктывкар,USCC | CEK | Челябинск | Баландино,938
UUYY,ULWC,UUYY | SCW | Сыктывкар,ULWC | CEE | Череповец,752
UUYY,UUDL,UUYY | SCW | Сыктывкар,UUDL | IAR | Ярославль | Туношна,754
UIKG,UEEA,UIKG | Таксимо,UEEA | ADH | Алдан,675
UIKG,UIKB,UIKG | Таксимо,UIKB | ODO | Бодайбо,172
UIKG,UHHG,UIKG | Таксимо,UHHG | Бомнак,896
UIKG,UIBB,UIKG | Таксимо,UIBB | BTK | Братск,816
UIKG,UNIW,UIKG | Таксимо,UNIW | Ванавара,860
UIKG,UENI,UIKG | Таксимо,UENI | VHV | Верхневилюйск,844
UIKG,UENW,UIKG | Таксимо,UENW | VYI | Вилюйск,904
UIKG,UIKE,UIKG | Таксимо,UIKE | ERG | Ербогачен,676
UIKG,UHBE,UIKG | Таксимо,UHBE | Зея | Зея,831
UIKG,UIII,UIKG | Таксимо,UIII | IKT | Иркутск,821
UIKG,UIKK,UIKG | Таксимо,UIKK | KCK | Киренск,445
UIKG,UNKI,UIKG | Таксимо,UNKI | Кодинск,977
UIKG,UERL,UIKG | Таксимо,UERL | ULK | Ленск | Ленск,485
UIKG,UERR,UIKG | Таксимо,UERR | MJZ | Мирный,689
UIKG,UELL,UIKG | Таксимо,UELL | NER | Нерюнгри | Чульман,615
UIKG,UIUN,UIKG | Таксимо,UIUN | Нижнеангарск,337
UIKG,UENN,UIKG | Таксимо,UENN | NYR | Нюрба,795
UIKG,UEMO,UIKG | Таксимо,UEMO | OLZ | Олёкминск,554
UIKG,UENS,UIKG | Таксимо,UENS | SUY | Сунтар,666
UIKG,UECT,UIKG | Таксимо,UECT | TLK | Талакан,453
UIKG,UHBW,UIKG | Таксимо,UHBW | TYD | Тында | Тында,628
UIKG,UIUU,UIKG | Таксимо,UIUU | UUD | Улан-Удэ | Байкал,704
UIKG,UITT,UIKG | Таксимо,UITT | UKX | Усть-Кут | Усть-Кут,567
UIKG,UIAR,UIKG | Таксимо,UIAR | Чара,213
UIKG,UIAA,UIKG | Таксимо,UIAA | HTA | Чита | Кадала,494
UECT,UERA,UECT | TLK | Талакан,UERA | Айхал,678
UECT,UEEA,UECT | TLK | Талакан,UEEA | ADH | Алдан,830
UECT,UNIB,UECT | TLK | Талакан,UNIB | Байкит,823
UECT,UIKB,UECT | TLK | Талакан,UIKB | ODO | Бодайбо,290
UECT,UIBB,UECT | TLK | Талакан,UIBB | BTK | Братск,674
UECT,UNIW,UECT | TLK | Талакан,UNIW | Ванавара,488
UECT,UENI,UECT | TLK | Талакан,UENI | VHV | Верхневилюйск,629
UECT,UENW,UECT | TLK | Талакан,UENW | VYI | Вилюйск,706
UECT,UIKE,UECT | TLK | Талакан,UIKE | ERG | Ербогачен,226
UECT,UEVV,UECT | TLK | Талакан,UEVV | ZIX | Жиганск,983
UECT,UIII,UECT | TLK | Талакан,UIII | IKT | Иркутск,942
UECT,UIKK,UECT | TLK | Талакан,UIKK | KCK | Киренск,291
UECT,UNKI,UECT | TLK | Талакан,UNKI | Кодинск,699
UECT,UERL,UECT | TLK | Талакан,UERL | ULK | Ленск | Ленск,229
UECT,UERR,UECT | TLK | Талакан,UERR | MJZ | Мирный,336
UECT,UNIM,UECT | TLK | Талакан,UNIM | Мотыгино,952
UECT,UELL,UECT | TLK | Талакан,UELL | NER | Нерюнгри | Чульман,873
UECT,UIUN,UECT | TLK | Талакан,UIUN | Нижнеангарск,462
UECT,UENN,UECT | TLK | Талакан,UENN | NYR | Нюрба,542
UECT,UEMO,UECT | TLK | Талакан,UEMO | OLZ | Олёкминск,526
UECT,UERO,UECT | TLK | Талакан,UERO | ONK | Оленек,964
UECT,UERP,UECT | TLK | Талакан,UERP | PYJ | Полярный,728
UECT,UEMS,UECT | TLK | Талакан,UEMS | Сангар,969
UECT,UNIS,UECT | TLK | Талакан,UNIS | Северо-Енисейск,1000
UECT,UENS,UECT | TLK | Талакан,UENS | SUY | Сунтар,438
UECT,UIKG,UECT | TLK | Талакан,UIKG | Таксимо,453
UECT,UNIT,UECT | TLK | Талакан,UNIT | Тура-Горный,742
UECT,UHBW,UECT | TLK | Талакан,UHBW | TYD | Тында | Тында,965
UECT,UIUU,UECT | TLK | Талакан,UIUU | UUD | Улан-Удэ | Байкал,926
UECT,UITT,UECT | TLK | Талакан,UITT | UKX | Усть-Кут | Усть-Кут,458
UECT,UIAR,UECT | TLK | Талакан,UIAR | Чара,535
UECT,UIAA,UECT | TLK | Талакан,UIAA | HTA | Чита | Кадала,885
UUOT,URKA,UUOT | TBW | Тамбов | Донское,URKA | AAQ | Анапа | Витязево,918
UUOT,URWA,UUOT | TBW | Тамбов | Донское,URWA | ASF | Астрахань,865
UUOT,UWSB,UUOT | TBW | Тамбов | Донское,UWSB | BWO | Балаково | Малая Быковка,439
UUOT,UUOB,UUOT | TBW | Тамбов | Донское,UUOB | EGO | Белгород,414
UUOT,UUBP,UUOT | TBW | Тамбов | Донское,UUBP | BZK | Брянск,492
UUOT,ULLK,UUOT | TBW | Тамбов | Донское,ULLK | Великий Новгород | Кречевицы,905
UUOT,URWW,UUOT | TBW | Тамбов | Донское,URWW | VOG | Волгоград | Гумрак,490
UUOT,ULWW,UUOT | TBW | Тамбов | Донское,ULWW | VGD | Вологда,727
UUOT,UUOO,UUOT | TBW | Тамбов | Донское,UUOO | VOZ | Воронеж | Чертовицкое,189
UUOT,URKG,UUOT | TBW | Тамбов | Донское,URKG | GDZ | Геленджик,949
UUOT,UUBW,UUOT | TBW | Тамбов | Донское,UUBW | ZIA | Раменское | Жуковский,375
UUOT,UUBI,UUOT | TBW | Тамбов | Донское,UUBI | IWA | Иваново | Южный,461
UUOT,USII,UUOT | TBW | Тамбов | Донское,USII | IJK | Ижевск,889
UUOT,UWKJ,UUOT | TBW | Тамбов | Донское,UWKJ | JOK | Йошкар-Ола,598
UUOT,UWKD,UUOT | TBW | Тамбов | Донское,UWKD | KZN | Казань,596
UUOT,UUBC,UUOT | TBW | Тамбов | Донское,UUBC | KLF | Калуга | Грабцево,389
UUOT,USKK,UUOT | TBW | Тамбов | Донское,USKK | KVX | Киров | Победилово,803
UUOT,UUBA,UUOT | TBW | Тамбов | Донское,UUBA | KMW | Кострома | Сокеркино,556
UUOT,URKK,UUOT | TBW | Тамбов | Донское,URKK | KRR | Краснодар | Пашковский,880
UUOT,UUOK,UUOT | TBW | Тамбов | Донское,UUOK | URS | Курск | Восточный,372
UUOT,UUOL,UUOT | TBW | Тамбов | Донское,UUOL | LPK | Липецк,131
UUOT,URMM,UUOT | TBW | Тамбов | Донское,URMM | MRV | Минеральные Воды,961
UUOT,UUWW,UUOT | TBW | Тамбов | Донское,UUWW | VKO | Москва | Внуково,414
UUOT,UUDD,UUOT | TBW | Тамбов | Донское,UUDD | DME | Москва | Домодедово,372
UUOT,UUEE,UUOT | TBW | Тамбов | Донское,UUEE | SVO | Москва | Шереметьево,440
UUOT,UWKE,UUOT | TBW | Тамбов | Донское,UWKE | NBC | Нижнекамск | Бегишево,756
UUOT,UWGG,UUOT | TBW | Тамбов | Донское,UWGG | GOJ | Нижний Новгород | Стригино,409
UUOT,UWOO,UUOT | TBW | Тамбов | Донское,UWOO | REN | Оренбург,958
UUOT,UWPP,UUOT | TBW | Тамбов | Донское,UWPP | PEZ | Пенза,240
UUOT,ULOO,UUOT | TBW | Тамбов | Донское,ULOO | PKV | Псков | Кресты,996
UUOT,URRP,UUOT | TBW | Тамбов | Донское,URRP | ROV | Ростов-на-Дону | Платов,601
UUOT,UWWW,UUOT | TBW | Тамбов | Донское,UWWW | KUF | Самара | Курумоч,584
UUOT,UWPS,UUOT | TBW | Тамбов | Донское,UWPS | SKX | Саранск,287
UUOT,UWSG,UUOT | TBW | Тамбов | Донское,UWSG | Саратов | Гагарин,342
UUOT,URMT,UUOT | TBW | Тамбов | Донское,URMT | STW | Ставрополь | Шпаковское,857
UUOT,UWLL,UUOT | TBW | Тамбов | Донское,UWLL | ULV | Ульяновск | Баратаевка,475
UUOT,UWUU,UUOT | TBW | Тамбов | Донское,UWUU | UFA | Уфа,968
UUOT,UWKS,UUOT | TBW | Тамбов | Донское,UWKS | CSY | Чебоксары,527
UUOT,ULWC,UUOT | TBW | Тамбов | Донское,ULWC | CEE | Череповец,751
UUOT,URWI,UUOT | TBW | Тамбов | Донское,URWI | ESL | Элиста,744
UUOT,UUDL,UUOT | TBW | Тамбов | Донское,UUDL | IAR | Ярославль | Туношна,535
USDS,ULDD,USDS | TQL | Тарко-Сале,ULDD | AMV | Амдерма,877
USDS,UNIB,USDS | TQL | Тарко-Сале,UNIB | Байкит,993
USDS,USDB,USDS | TQL | Тарко-Сале,USDB | BVJ | Бованенково,721
USDS,ULDW,USDS | TQL | Тарко-Сале,ULDW | VRI | Варандей,958
USDS,UUYW,USDS | TQL | Тарко-Сале,UUYW | VKT | Воркута,682
USDS,UODD,USDS | TQL | Тарко-Сале,UODD | DKS | Диксон,963
USDS,UOII,USDS | TQL | Тарко-Сале,UOII | IAA | Игарка,485
USDS,USRK,USDS | TQL | Тарко-Сале,USRK | KGP | Когалым,345
USDS,USMM,USDS | TQL | Тарко-Сале,USMM | NYM | Надым,247
USDS,USNN,USDS | TQL | Тарко-Сале,USNN | NJC | Нижневартовск | Нижневартовск,448
USDS,USMU,USDS | TQL | Тарко-Сале,USMU | NUX | Новый Уренгой,140
USDS,UOOO,USDS | TQL | Тарко-Сале,UOOO | NSK | Норильск | Алыкель,638
USDS,USRO,USDS | TQL | Тарко-Сале,USRO | NOJ | Ноябрьск,230
USDS,UNIP,USDS | TQL | Тарко-Сале,UNIP | TGP | Подкаменная Тунгуска,714
USDS,USDA,USDS | TQL | Тарко-Сале,USDA | SBT | Сабетта,740
USDS,USDD,USDS | TQL | Тарко-Сале,USDD | SLY | Салехард,544
USDS,UNIS,USDS | TQL | Тарко-Сале,UNIS | Северо-Енисейск,926
USDS,USRR,USDS | TQL | Тарко-Сале,USRR | SGC | Сургут,457
USDS,USDO,USDS | TQL | Тарко-Сале,USDO | Толька,229
USDS,UOTT,USDS | TQL | Тарко-Сале,UOTT | THX | Туруханск | Туруханск,480
USDS,UUYS,USDS | TQL | Тарко-Сале,UUYS | USK | Усинск,950
USDS,USDM,USDS | TQL | Тарко-Сале,USDM | Утренний,694
USDS,USHH,USDS | TQL | Тарко-Сале,USHH | HMA | Ханты-Мансийск,619
USDS,USMQ,USDS | TQL | Тарко-Сале,USMQ | Ямбург,361
UHPG,UESU,UHPG | Тигиль,UESU | ZKP | Зырянка,977
UHPG,UHPZ,UHPG | Тигиль,UHPZ | Каменское,666
UHPG,UHMM,UHPG | Тигиль,UHMM | GDX | Магадан | Сокол,519
UHPG,UHPN,UHPG | Тигиль,UHPN | Манилы,639
UHPG,UHMO,UHPG | Тигиль,UHMO | KVM | Марково | Марково,987
UHPG,UHPM,UHPG | Тигиль,UHPM | Мильково,345
UHPG,UHPX,UHPG | Тигиль,UHPX | Никольское,535
UHPG,UHQO,UHPG | Тигиль,UHQO | Запорожье | Озерная,713
UHPG,UHMN,UHPG | Тигиль,UHMN | Омолон,836
UHPG,UHMF,UHPG | Тигиль,UHMF | Омсукчан,546
UHPG,UHPD,UHPG | Тигиль,UHPD | Оссора,299
UHPG,UHOO,UHPG | Тигиль,UHOO | OHO | Охотск,926
UHPG,UHPL,UHPG | Тигиль,UHPL | Палана,159
UHPG,ZD5W,UHPG | Тигиль,ZD5W | Парамушир,891
UHPG,UHPA,UHPG | Тигиль,UHPA | Пахачи,668
UHPG,UHPP,UHPG | Тигиль,UHPP | PKC | Петропавловск-Камчатский | Елизово,513
UHPG,UHMW,UHPG | Тигиль,UHMW | SWV | Северо-Эвенск,461
UHPG,UHMS,UHPG | Тигиль,UHMS | Сеймчан,669
UHPG,UHPS,UHPG | Тигиль,UHPS | Соболево | Соболево,423
UHPG,UHPT,UHPG | Тигиль,UHPT | Тиличики,508
UHPG,UHPK,UHPG | Тигиль,UHPK | Усть-Камчатск,295
UHPG,UHPU,UHPG | Тигиль,UHPU | Усть-Хайрюзово,141
UEST,UERA,UEST | IKS | Тикси,UERA | Айхал,942
UEST,UEBB,UEST | IKS | Тикси,UEBB | Батагай,503
UEST,UESG,UEST | IKS | Тикси,UESG | BGN | Белая Гора,741
UEST,UENI,UEST | IKS | Тикси,UENI | VHV | Верхневилюйск,987
UEST,UENW,UEST | IKS | Тикси,UENW | VYI | Вилюйск,935
UEST,UEBD,UEST | IKS | Тикси,UEBD | Депутатский,481
UEST,UEVV,UEST | IKS | Тикси,UEVV | ZIX | Жиганск,588
UEST,UEMA,UEST | IKS | Тикси,UEMA | MQJ | Мома,814
UEST,UERO,UEST | IKS | Тикси,UERO | ONK | Оленек,714
UEST,UERP,UEST | IKS | Тикси,UERP | PYJ | Полярный,890
UEST,UEBS,UEST | IKS | Тикси,UEBS | SUK | Саккырыр,439
UEST,UEMS,UEST | IKS | Тикси,UEMS | Сангар,865
UEST,UERS,UEST | IKS | Тикси,UERS | SYS | Саскылах,515
UEST,UEBT,UEST | IKS | Тикси,UEBT | UKG | Усть-Куйга,310
UEST,UEMT,UEST | IKS | Тикси,UEMT | USR | Усть-Нера,987
UEST,UOHH,UEST | IKS | Тикси,UOHH | HTG | Хатанга,912
UEST,UESO,UEST | IKS | Тикси,UESO | CKH | Чокурдах,692
UHPT,UHMA,UHPT | Тиличики,UHMA | DYR | Анадырь | Угольный,771
UHPT,UHMR,UHPT | Тиличики,UHMR | Беринговский,759
UHPT,UHME,UHPT | Тиличики,UHME | Залив Креста,993
UHPT,UESU,UHPT | Тиличики,UESU | ZKP | Зырянка,966
UHPT,UHPZ,UHPT | Тиличики,UHPZ | Каменское,232
UHPT,UHMK,UHPT | Тиличики,UHMK | KPW | Кепервеем,831
UHPT,UHMM,UHPT | Тиличики,UHMM | GDX | Магадан | Сокол,849
UHPT,UHPN,UHPT | Тиличики,UHPN | Манилы,236
UHPT,UHMO,UHPT | Тиличики,UHMO | KVM | Марково | Марково,527
UHPT,UHPM,UHPT | Тиличики,UHPM | Мильково,776
UHPT,UHPX,UHPT | Тиличики,UHPX | Никольское,579
UHPT,UHMN,UHPT | Тиличики,UHMN | Омолон,608
UHPT,UHMF,UHPT | Тиличики,UHMF | Омсукчан,594
UHPT,UHPD,UHPT | Тиличики,UHPD | Оссора,210
UHPT,UHPL,UHPT | Тиличики,UHPL | Палана,374
UHPT,UHPA,UHPT | Тиличики,UHPA | Пахачи,170
UHPT,UHPP,UHPT | Тиличики,UHPP | PKC | Петропавловск-Камчатский | Елизово,925
UHPT,UHMW,UHPT | Тиличики,UHMW | SWV | Северо-Эвенск,403
UHPT,UHMS,UHPT | Тиличики,UHMS | Сеймчан,772
UHPT,UHPS,UHPT | Тиличики,UHPS | Соболево | Соболево,905
UHPT,UESK,UHPT | Тиличики,UESK | SEK | Среднеколымск,990
UHPT,UHPG,UHPT | Тиличики,UHPG | Тигиль,508
UHPT,UHPK,UHPT | Тиличики,UHPK | Усть-Камчатск,501
UHPT,UHPU,UHPT | Тиличики,UHPU | Усть-Хайрюзово,649
UHPT,UESS,UHPT | Тиличики,UESS | CYX | Черский,957
USDO,UNIB,USDO | Толька,UNIB | Байкит,771
USDO,USDB,USDO | Толька,USDB | BVJ | Бованенково,918
USDO,UUYW,USDO | Толька,UUYW | VKT | Воркута,911
USDO,UNII,USDO | Толька,UNII | EIE | Енисейск,816
USDO,UOII,USDO | Толька,UOII | IAA | Игарка,437
USDO,UNEE,USDO | Толька,UNEE | KEJ | Кемерово | Имени Алексея Леонова,997
USDO,USRK,USDO | Толька,USRK | KGP | Когалым,428
USDO,UNIM,USDO | Толька,UNIM | Мотыгино,939
USDO,USMM,USDO | Толька,USMM | NYM | Надым,475
USDO,USNN,USDO | Толька,USNN | NJC | Нижневартовск | Нижневартовск,443
USDO,UNNT,USDO | Толька,UNNT | OVB | Новосибирск | Толмачёво,998
USDO,USMU,USDO | Толька,USMU | NUX | Новый Уренгой,348
USDO,UOOO,USDO | Толька,UOOO | NSK | Норильск | Алыкель,637
USDO,USRO,USDO | Толька,USRO | NOJ | Ноябрьск,348
USDO,UNIP,USDO | Толька,UNIP | TGP | Подкаменная Тунгуска,485
USDO,USDA,USDO | Толька,USDA | SBT | Сабетта,908
USDO,USDD,USDO | Толька,USDD | SLY | Салехард,774
USDO,UNIS,USDO | Толька,UNIS | Северо-Енисейск,697
USDO,USRR,USDO | Толька,USRR | SGC | Сургут,531
USDO,USDS,USDO | Толька,USDS | TQL | Тарко-Сале,229
USDO,UNTT,USDO | Толька,UNTT | TOF | Томск | Богашёво,864
USDO,UNIT,USDO | Толька,UNIT | Тура-Горный,891
USDO,UOTT,USDO | Толька,UOTT | THX | Туруханск | Туруханск,343
USDO,USDM,USDO | Толька,USDM | Утренний,849
USDO,USHH,USDO | Толька,USHH | HMA | Ханты-Мансийск,743
USDO,USMQ,USDO | Толька,USMQ | Ямбург,545
UNTT,UNAA,UNTT | TOF | Томск | Богашёво,UNAA | ABA | Абакан,491
UNTT,UNIB,UNTT | TOF | Томск | Богашёво,UNIB | Байкит,868
UNTT,UNBB,UNTT | TOF | Томск | Богашёво,UNBB | BAX | Барнаул | Имени Германа Титова,352
UNTT,UNBG,UNTT | TOF | Томск | Богашёво,UNBG | RGK | Горно-Алтайск,493
UNTT,UNII,UNTT | TOF | Томск | Богашёво,UNII | EIE | Енисейск,475
UNTT,UNEE,UNTT | TOF | Томск | Богашёво,UNEE | KEJ | Кемерово | Имени Алексея Леонова,136
UNTT,USRK,UNTT | TOF | Томск | Богашёво,USRK | KGP | Когалым,886
UNTT,UNKI,UNTT | TOF | Томск | Богашёво,UNKI | Кодинск,864
UNTT,UNKL,UNTT | TOF | Томск | Богашёво,UNKL | KJA | Красноярск | Емельяново,451
UNTT,UNKY,UNTT | TOF | Томск | Богашёво,UNKY | KYZ | Кызыл,797
UNTT,UNIM,UNTT | TOF | Томск | Богашёво,UNIM | Мотыгино,608
UNTT,USNN,UNTT | TOF | Томск | Богашёво,USNN | NJC | Нижневартовск | Нижневартовск,716
UNTT,UNWW,UNTT | TOF | Томск | Богашёво,UNWW | NOZ | Новокузнецк | Спиченково,305
UNTT,UNNT,UNTT | TOF | Томск | Богашёво,UNNT | OVB | Новосибирск | Толмачёво,222
UNTT,USRO,UNTT | TOF | Томск | Богашёво,USRO | NOJ | Ноябрьск,938
UNTT,UNOO,UNTT | TOF | Томск | Богашёво,UNOO | OMS | Омск Центральный,764
UNTT,UNIP,UNTT | TOF | Томск | Богашёво,UNIP | TGP | Подкаменная Тунгуска,641
UNTT,UNIS,UNTT | TOF | Томск | Богашёво,UNIS | Северо-Енисейск,636
UNTT,USRR,UNTT | TOF | Томск | Богашёво,USRR | SGC | Сургут,875
UNTT,USDO,UNTT | TOF | Томск | Богашёво,USDO | Толька,864
UNIT,UERA,UNIT | Тура-Горный,UERA | Айхал,551
UNIT,UNIB,UNIT | Тура-Горный,UNIB | Байкит,360
UNIT,UIBB,UNIT | Тура-Горный,UIBB | BTK | Братск,889
UNIT,UNIW,UNIT | Тура-Горный,UNIW | Ванавара,453
UNIT,UENI,UNIT | Тура-Горный,UENI | VHV | Верхневилюйск,975
UNIT,UNII,UNIT | Тура-Горный,UNII | EIE | Енисейск,788
UNIT,UIKE,UNIT | Тура-Горный,UIKE | ERG | Ербогачен,515
UNIT,UOII,UNIT | Тура-Горный,UOII | IAA | Игарка,716
UNIT,UIKK,UNIT | Тура-Горный,UIKK | KCK | Киренск,837
UNIT,UNKI,UNIT | Тура-Горный,UNKI | Кодинск,656
UNIT,UERL,UNIT | Тура-Горный,UERL | ULK | Ленск | Ленск,840
UNIT,UERR,UNIT | Тура-Горный,UERR | MJZ | Мирный,706
UNIT,UNIM,UNIT | Тура-Горный,UNIM | Мотыгино,749
UNIT,UOOO,UNIT | Тура-Горный,UOOO | NSK | Норильск | Алыкель,796
UNIT,UENN,UNIT | Тура-Горный,UENN | NYR | Нюрба,886
UNIT,UERO,UNIT | Тура-Горный,UERO | ONK | Оленек,709
UNIT,UNIP,UNIT | Тура-Горный,UNIP | TGP | Подкаменная Тунгуска,610
UNIT,UERP,UNIT | Тура-Горный,UERP | PYJ | Полярный,585
UNIT,UNIS,UNIT | Тура-Горный,UNIS | Северо-Енисейск,584
UNIT,UENS,UNIT | Тура-Горный,UENS | SUY | Сунтар,893
UNIT,UECT,UNIT | Тура-Горный,UECT | TLK | Талакан,742
UNIT,USDO,UNIT | Тура-Горный,USDO | Толька,891
UNIT,UOTT,UNIT | Тура-Горный,UOTT | THX | Туруханск | Туруханск,609
UNIT,UITT,UNIT | Тура-Горный,UITT | UKX | Усть-Кут | Усть-Кут,881
UNIT,UOHH,UNIT | Тура-Горный,UOHH | HTG | Хатанга,856
UOTT,UNIB,UOTT | THX | Туруханск | Туруханск,UNIB | Байкит,618
UOTT,USDB,UOTT | THX | Туруханск | Туруханск,USDB | BVJ | Бованенково,953
UOTT,UNIW,UOTT | THX | Туруханск | Туруханск,UNIW | Ванавара,942
UOTT,UODD,UOTT | THX | Туруханск | Туруханск,UODD | DKS | Диксон,907
UOTT,UNII,UOTT | THX | Туруханск | Туруханск,UNII | EIE | Енисейск,844
UOTT,UOII,UOTT | THX | Туруханск | Туруханск,UOII | IAA | Игарка,191
UOTT,USRK,UOTT | THX | Туруханск | Туруханск,USRK | KGP | Когалым,766
UOTT,UNKI,UOTT | THX | Туруханск | Туруханск,UNKI | Кодинск,999
UOTT,UNIM,UOTT | THX | Туруханск | Туруханск,UNIM | Мотыгино,919
UOTT,USMM,UOTT | THX | Туруханск | Туруханск,USMM | NYM | Надым,700
UOTT,USNN,UOTT | THX | Туруханск | Туруханск,USNN | NJC | Нижневартовск | Нижневартовск,785
UOTT,USMU,UOTT | THX | Туруханск | Туруханск,USMU | NUX | Новый Уренгой,519
UOTT,UOOO,UOTT | THX | Туруханск | Туруханск,UOOO | NSK | Норильск | Алыкель,392
UOTT,USRO,UOTT | THX | Туруханск | Туруханск,USRO | NOJ | Ноябрьск,673
UOTT,UNIP,UOTT | THX | Туруханск | Туруханск,UNIP | TGP | Подкаменная Тунгуска,480
UOTT,USDA,UOTT | THX | Туруханск | Туруханск,USDA | SBT | Сабетта,882
UOTT,USDD,UOTT | THX | Туруханск | Туруханск,USDD | SLY | Салехард,959
UOTT,UNIS,UOTT | THX | Туруханск | Туруханск,UNIS | Северо-Енисейск,656
UOTT,USRR,UOTT | THX | Туруханск | Туруханск,USRR | SGC | Сургут,872
UOTT,USDS,UOTT | THX | Туруханск | Туруханск,USDS | TQL | Тарко-Сале,480
UOTT,USDO,UOTT | THX | Туруханск | Туруханск,USDO | Толька,343
UOTT,UNIT,UOTT | THX | Туруханск | Туруханск,UNIT | Тура-Горный,609
UOTT,USDM,UOTT | THX | Туруханск | Туруханск,USDM | Утренний,804
UOTT,UOHH,UOTT | THX | Туруханск | Туруханск,UOHH | HTG | Хатанга,899
UOTT,USMQ,UOTT | THX | Туруханск | Туруханск,USMQ | Ямбург,611
UHBW,UEEA,UHBW | TYD | Тында | Тында,UEEA | ADH | Алдан,371
UHBW,UHNA,UHBW | TYD | Тында | Тында,UHNA | Аян | Мунук,839
UHBW,UHBB,UHBW | TYD | Тында | Тында,UHBB | BQS | Благовещенск | Игнатьево,569
UHBW,UIKB,UHBW | TYD | Тында | Тында,UIKB | ODO | Бодайбо,707
UHBW,UHHG,UHBW | TYD | Тында | Тында,UHHG | Бомнак,268
UHBW,UENI,UHBW | TYD | Тында | Тында,UENI | VHV | Верхневилюйск,945
UHBW,UENW,UHBW | TYD | Тында | Тында,UENW | VYI | Вилюйск,959
UHBW,UHBE,UHBW | TYD | Тында | Тында,UHBE | Зея | Зея,232
UHBW,UHKK,UHBW | TYD | Тында | Тында,UHKK | KXK | Комсомольск-на-Амуре | Хурба,980
UHBW,UERL,UHBW | TYD | Тында | Тында,UERL | ULK | Ленск | Ленск,842
UHBW,UEMM,UHBW | TYD | Тында | Тында,UEMM | GYG | Маган,808
UHBW,UELL,UHBW | TYD | Тында | Тында,UELL | NER | Нерюнгри | Чульман,181
UHBW,UIUN,UHBW | TYD | Тында | Тында,UIUN | Нижнеангарск,958
UHBW,UENN,UHBW | TYD | Тында | Тында,UENN | NYR | Нюрба,963
UHBW,UEMO,UHBW | TYD | Тында | Тында,UEMO | OLZ | Олёкминск,624
UHBW,UEMS,UHBW | TYD | Тында | Тында,UEMS | Сангар,977
UHBW,UENS,UHBW | TYD | Тында | Тында,UENS | SUY | Сунтар,871
UHBW,UIKG,UHBW | TYD | Тында | Тында,UIKG | Таксимо,628
UHBW,UECT,UHBW | TYD | Тында | Тында,UECT | TLK | Талакан,965
UHBW,UEMU,UHBW | TYD | Тында | Тында,UEMU | UMS | Усть-Мая,803
UHBW,UHNH,UHBW | TYD | Тында | Тында,UHNH | Херпучи,951
UHBW,UIAR,UHBW | TYD | Тында | Тында,UIAR | Чара,443
UHBW,UIAA,UHBW | TYD | Тында | Тында,UIAA | HTA | Чита | Кадала,839
UHBW,UHHY,UHBW | TYD | Тында | Тында,UHHY | Чумикан,675
UHBW,UHBP,UHBW | TYD | Тында | Тында,UHBP | Экимчан | Экимчан,586
UHBW,UEEE,UHBW | TYD | Тында | Тында,UEEE | YKS | Якутск,811
